"Source","Source_Year","Study","Control_ID","Study_Year_Initial","Study_Year_Final","Duration_Years","Collection_Periods","Continent","Country","Site_Name","Latitude","Longitude","Location_Uncertainty","Phylum","Class","Order","Family","Genus","Species","Binomial","Feeding_Guild","Aggregated_Study","Soil_Fauna","Soil_Depth","Pest","Nitrogen_Deposited","Nitrogen_Added","N_Added_Deposited","Fertilizer_Type","Plot_Size","Treatment_Mean","Treatment_N","Treatment_SD","Treatment_SE","Control_Mean","Control_N","Control_SD","Control_SE","SD_Estimated","Sampling_Method","Unit_Measurement","Treatment_ScalingConstant","Control_ScalingConstant","Biome","Vegetation_Type","Land_Use_Described","MAT","MAP","pH","P","K","Checked","Finished","Reviewer","Study_Quality_1","Study_Quality_2","Study_Quality_3","Study_Quality_Total","Data_Retrieved_From","Notes","ControlYN","Control_MeanCorrected","Treatment_MeanCorrected","Control_SDCorrected","Treatment_SDCorrected","Ratio","logRR_uncorrected","logRR","VAR_uncorrected","VAR"
"Liu_et_al_2020",2020,196,"196dk",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Enoplida","Alaimidae","Alaimus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,1.6,36,0.5,0.08,0.6,36,0.3,0.05,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",0.6,1.6,0.3,0.5,2.66666666666667,0.980829253011726,0.97871336759506,0.00965711805555556,0.00968491000893675
"Liu_et_al_2020",2020,196,"196dk",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Enoplida","Alaimidae","Alaimus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,1,36,0.4,0.07,0.6,36,0.3,0.05,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",0.6,1,0.3,0.4,1.66666666666667,0.510825623765991,0.509575623765991,0.0113888888888889,0.0114228780864198
"Liu_et_al_2020",2020,196,"196dk",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Enoplida","Alaimidae","Alaimus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,0.2,36,0.1,0.02,0.6,36,0.3,0.05,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",0.6,0.2,0.3,0.1,0.333333333333333,-1.09861228866811,-1.09861228866811,0.0138888888888889,0.0139371141975309
"Liu_et_al_2020",2020,196,"196dk",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Enoplida","Alaimidae","Alaimus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,0.4,36,0.2,0.03,0.6,36,0.3,0.05,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",0.6,0.4,0.3,0.2,0.666666666666667,-0.405465108108164,-0.405465108108164,0.0138888888888889,0.0139371141975309
"Liu_et_al_2020",2020,196,"196dl",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Enoplida","Alaimidae","Paramphidelus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,0,36,0,0,0.1,36,0.1,0.02,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",0.1,0.0277777777777778,0.1,0.00187616623444989,0.277777777777778,-1.28093384546206,-1.29475937435565,0.0279044977683922,0.028290308266506
"Liu_et_al_2020",2020,196,"196dl",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Enoplida","Alaimidae","Paramphidelus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,0,36,0,0,0.1,36,0.1,0.02,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",0.1,0.0277777777777778,0.1,0.00187616623444989,0.277777777777778,-1.28093384546206,-1.29475937435565,0.0279044977683922,0.028290308266506
"Liu_et_al_2020",2020,196,"196dl",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Enoplida","Alaimidae","Paramphidelus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,0,36,0,0,0.1,36,0.1,0.02,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",0.1,0.0277777777777778,0.1,0.00187616623444989,0.277777777777778,-1.28093384546206,-1.29475937435565,0.0279044977683922,0.028290308266506
"Liu_et_al_2020",2020,196,"196dl",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Enoplida","Alaimidae","Paramphidelus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,0,36,0,0,0.1,36,0.1,0.02,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",0.1,0.0277777777777778,0.1,0.00187616623444989,0.277777777777778,-1.28093384546206,-1.29475937435565,0.0279044977683922,0.028290308266506
"Liu_et_al_2020",2020,196,"196dm",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Aphelenchoididae","Aphelenchoides",NA,NA,"Fungivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,31.6,36,6.5,1.08,29.8,36,8.9,1.48,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",29.8,31.6,8.9,6.5,1.06040268456376,0.0586487270815077,0.0579975395140468,0.00365298223136295,0.00365674234640663
"Liu_et_al_2020",2020,196,"196dm",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Aphelenchoididae","Aphelenchoides",NA,NA,"Fungivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,35.5,36,10.6,1.77,29.8,36,8.9,1.48,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",29.8,35.5,8.9,10.6,1.19127516778523,0.175024302970011,0.175023754091091,0.00495425960844382,0.00496039578081205
"Liu_et_al_2020",2020,196,"196dm",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Aphelenchoididae","Aphelenchoides",NA,NA,"Fungivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,27.5,36,8.6,1.43,29.8,36,8.9,1.48,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",29.8,27.5,8.9,8.6,0.922818791946309,-0.0803223888388332,-0.0802029178039122,0.00519429943612679,0.00520105889611301
"Liu_et_al_2020",2020,196,"196dm",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Aphelenchoididae","Aphelenchoides",NA,NA,"Fungivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,25.6,36,8.1,1.35,29.8,36,8.9,1.48,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",29.8,25.6,8.9,8.1,0.859060402684564,-0.151916042025842,-0.151764424214093,0.00525859298978303,0.00526552917780191
"Liu_et_al_2020",2020,196,"196dn",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Aphelenchoididae","Bursaphelenchus",NA,NA,"Fungivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,0.2,36,0.2,0.03,0,36,0,0,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",0.0277777777777778,0.2,0.00144111585016345,0.2,7.2,1.97408102602201,1.98793253224281,0.0278525431139471,0.0282383483780106
"Liu_et_al_2020",2020,196,"196dn",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Aphelenchoididae","Bursaphelenchus",NA,NA,"Fungivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,0.1,36,0.1,0.02,0,36,0,0,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",0.0277777777777778,0.1,0.00144111585016345,0.1,3.6,1.28093384546206,1.29478535168287,0.0278525431139471,0.0282383483780106
"Liu_et_al_2020",2020,196,"196do",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Anguinidae","Ditylenchus",NA,NA,"Fungivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,3.8,36,3.5,0.58,0,36,0,0,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",0.0277777777777778,3.8,0.00144111585016345,3.5,136.8,4.91852000518845,4.93026509405007,0.0236397083955722,0.0239173644611964
"Liu_et_al_2020",2020,196,"196do",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Anguinidae","Ditylenchus",NA,NA,"Fungivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,0.9,36,0.9,0.15,0,36,0,0,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",0.0277777777777778,0.9,0.00144111585016345,0.9,32.4,3.47815842279828,3.49200992901909,0.0278525431139471,0.0282383483780106
"Liu_et_al_2020",2020,196,"196do",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Anguinidae","Ditylenchus",NA,NA,"Fungivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,0.1,36,0.1,0.02,0,36,0,0,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",0.0277777777777778,0.1,0.00144111585016345,0.1,3.6,1.28093384546206,1.29478535168287,0.0278525431139471,0.0282383483780106
"Liu_et_al_2020",2020,196,"196do",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Anguinidae","Ditylenchus",NA,NA,"Fungivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,0.3,36,0.2,0.03,0,36,0,0,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",0.0277777777777778,0.3,0.00144111585016345,0.2,10.8,2.37954613413017,2.38568159096826,0.012420444348515,0.0124966550385807
"Liu_et_al_2020",2020,196,"196dp",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Tylenchidae","Filenchus",NA,NA,"Fungivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,13.6,36,2.8,0.47,3.9,36,0.9,0.15,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",3.9,13.6,0.9,2.8,3.48717948717949,1.24909323960641,1.2489423105145,0.00265672169784493,0.00265850901998067
"Liu_et_al_2020",2020,196,"196dp",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Tylenchidae","Filenchus",NA,NA,"Fungivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,7.3,36,2.2,0.37,3.9,36,0.9,0.15,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",3.9,7.3,0.9,2.2,1.87179487179487,0.626897795018745,0.627419591636287,0.00400217311674217,0.00400644973586634
"Liu_et_al_2020",2020,196,"196dp",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Tylenchidae","Filenchus",NA,NA,"Fungivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,5,36,1.9,0.32,3.9,36,0.9,0.15,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",3.9,5,0.9,1.9,1.28205128205128,0.2484613592985,0.249727269883641,0.00549040105193951,0.00549953970747687
"Liu_et_al_2020",2020,196,"196dp",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Tylenchidae","Filenchus",NA,NA,"Fungivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,4.2,36,1.2,0.2,3.9,36,0.9,0.15,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",3.9,4.2,0.9,1.2,1.07692307692308,0.074107972153722,0.0745021140313804,0.00374686363697353,0.00375052873157177
"Liu_et_al_2020",2020,196,"196dq",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Aphelenchidae","Paraphelenchus",NA,NA,"Fungivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,1.3,36,1.3,0.22,0.6,36,0.6,0.1,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",0.6,1.3,0.6,1.3,2.16666666666667,0.773189888233482,0.773189888233482,0.0555555555555556,0.0563271604938272
"Liu_et_al_2020",2020,196,"196dq",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Aphelenchidae","Paraphelenchus",NA,NA,"Fungivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,0,36,0,0,0.6,36,0.6,0.1,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",0.6,0.0277777777777778,0.6,0.00187616623444989,0.0462962962962963,-3.07269331469012,-3.0865188435837,0.0279044977683922,0.028290308266506
"Liu_et_al_2020",2020,196,"196dq",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Aphelenchidae","Paraphelenchus",NA,NA,"Fungivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,0,36,0,0,0.6,36,0.6,0.1,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",0.6,0.0277777777777778,0.6,0.00187616623444989,0.0462962962962963,-3.07269331469012,-3.0865188435837,0.0279044977683922,0.028290308266506
"Liu_et_al_2020",2020,196,"196dq",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Aphelenchidae","Paraphelenchus",NA,NA,"Fungivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,0.2,36,0.2,0.03,0.6,36,0.6,0.1,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",0.6,0.2,0.6,0.2,0.333333333333333,-1.09861228866811,-1.09861228866811,0.0555555555555556,0.0563271604938272
"Liu_et_al_2020",2020,196,"196dr",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Triplonchida","Diphtherophoridae","Diphtherophora",NA,NA,"Fungivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,0.1,36,0.1,0.02,0.1,36,0.1,0.02,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",0.1,0.1,0.1,0.1,1,0,0,0.0555555555555556,0.0563271604938272
"Liu_et_al_2020",2020,196,"196dr",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Triplonchida","Diphtherophoridae","Diphtherophora",NA,NA,"Fungivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,0,36,0,0,0.1,36,0.1,0.02,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",0.1,0.0277777777777778,0.1,0.00187616623444989,0.277777777777778,-1.28093384546206,-1.29475937435565,0.0279044977683922,0.028290308266506
"Liu_et_al_2020",2020,196,"196dr",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Triplonchida","Diphtherophoridae","Diphtherophora",NA,NA,"Fungivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,0,36,0,0,0.1,36,0.1,0.02,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",0.1,0.0277777777777778,0.1,0.00187616623444989,0.277777777777778,-1.28093384546206,-1.29475937435565,0.0279044977683922,0.028290308266506
"Liu_et_al_2020",2020,196,"196dr",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Triplonchida","Diphtherophoridae","Diphtherophora",NA,NA,"Fungivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,0,36,0,0,0.1,36,0.1,0.02,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",0.1,0.0277777777777778,0.1,0.00187616623444989,0.277777777777778,-1.28093384546206,-1.29475937435565,0.0279044977683922,0.028290308266506
"Liu_et_al_2020",2020,196,"196ds",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Dorylaimida","Leptonchidae",NA,NA,NA,"Fungivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,0.2,36,0.2,0.03,0,36,0,0,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",0.0277777777777778,0.2,0.00144111585016345,0.2,7.2,1.97408102602201,1.98793253224281,0.0278525431139471,0.0282383483780106
"Liu_et_al_2020",2020,196,"196dt",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Dorylaimida","Tylencholaimellidae","Tylencholaimellus",NA,NA,"Fungivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,0.1,36,0.1,0.02,0,36,0,0,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",0.0277777777777778,0.1,0.00144111585016345,0.1,3.6,1.28093384546206,1.29478535168287,0.0278525431139471,0.0282383483780106
"Liu_et_al_2020",2020,196,"196du",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Dorylaimida","Tylencholaimidae","Tylencholaimus",NA,NA,"Fungivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,1.6,36,0.7,0.12,1,36,0.5,0.08,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",1,1.6,0.5,0.7,1.6,0.470003629245736,0.469189827162402,0.0122612847222222,0.0122995317718129
"Liu_et_al_2020",2020,196,"196du",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Dorylaimida","Tylencholaimidae","Tylencholaimus",NA,NA,"Fungivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,0.9,36,0.5,0.08,1,36,0.5,0.08,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",1,0.9,0.5,0.5,0.9,-0.105360515657826,-0.10454604377854,0.0155178326474623,0.0155786967944231
"Liu_et_al_2020",2020,196,"196du",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Dorylaimida","Tylencholaimidae","Tylencholaimus",NA,NA,"Fungivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,0.9,36,0.4,0.07,1,36,0.5,0.08,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",1,0.9,0.5,0.4,0.9,-0.105360515657826,-0.106089253655083,0.0124314128943759,0.0124705789600821
"Liu_et_al_2020",2020,196,"196du",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Dorylaimida","Tylencholaimidae","Tylencholaimus",NA,NA,"Fungivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,0.5,36,0.3,0.05,1,36,0.5,0.08,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",1,0.5,0.5,0.3,0.5,-0.693147180559945,-0.691619402782167,0.0169444444444444,0.0170185570987654
"Liu_et_al_2020",2020,196,"196dv",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Aphelenchidae","Seinura",NA,NA,"Predator","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,0.6,36,0.5,0.08,0.1,36,0.1,0.02,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",0.1,0.6,0.1,0.5,6,1.79175946922805,1.78751564206756,0.0470679012345679,0.0476397581351928
"Liu_et_al_2020",2020,196,"196dv",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Aphelenchidae","Seinura",NA,NA,"Predator","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,0.5,36,0.4,0.07,0.1,36,0.1,0.02,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",0.1,0.5,0.1,0.4,5,1.6094379124341,1.6044379124341,0.0455555555555556,0.0460993827160494
"Liu_et_al_2020",2020,196,"196dv",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Aphelenchidae","Seinura",NA,NA,"Predator","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,0.1,36,0.1,0.02,0.1,36,0.1,0.02,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",0.1,0.1,0.1,0.1,1,0,0,0.0555555555555556,0.0563271604938272
